"Name	ScopeViewControl	";;;
"File		";;;
"StartRecord	131596394892470000	5 de janeiro de 2018	15:24:49";;;
"EndRecord	131596400892470000	5 de janeiro de 2018	15:34:49";;;
;;;
;;;
"Name	IOs.Temp_Tabuleiro	Name	IOs.IO_Out_Aque_Mesa	";;;
"NetId	192.168.200.135.1.1	NetId	192.168.200.135.1.1	";;;
"Port	851	Port	851	";;;
"SampleTime[ms]	10	SampleTime[ms]	10	";;;
"SymbolBased	True	SymbolBased	True	";;;
"SymbolName	IOs.Temp_Tabuleiro	SymbolName	IOs.IO_Out_Aque_Mesa	";;;
"SymbolComment	0.01ºC	SymbolComment		";;;
"IndexGroup	61472	IndexGroup	61488	";;;
"IndexOffset	4761996	IndexOffset	4761967	";;;
"Data-Type	INT16	Data-Type	BIT	";;;
"VariableSize	2	VariableSize	1	";;;
"Offset	0	Offset	0	";;;
"ScaleFactor	0,01	ScaleFactor	10	";;;
"BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	";;;
;;;
191980;72,18;191980;10
191990;72,18;191990;10
192000;72,18;192000;10
192010;72,18;192010;10
192020;72,18;192020;10
192030;72,12;192030;10
192040;72,12;192040;10
192050;72,12;192050;10
192060;72,12;192060;10
192070;72,12;192070;10
192080;72,12;192080;10
192090;72,12;192090;10
192100;72,12;192100;10
192110;72,12;192110;10
192120;72,12;192120;10
192130;72,12;192130;10
192140;72,12;192140;10
192150;72,12;192150;10
192160;72,12;192160;10
192170;72,12;192170;10
192180;72,12;192180;10
192190;72,12;192190;10
192200;72,12;192200;10
192210;72,12;192210;10
192220;72,12;192220;10
192230;72,12;192230;10
192240;72,12;192240;10
192250;72,12;192250;10
192260;72,12;192260;10
192270;72,12;192270;10
192280;72,12;192280;10
192290;72,12;192290;10
192300;72,12;192300;10
192310;72,12;192310;10
192320;72,12;192320;10
192330;72,12;192330;10
192340;72,12;192340;10
192350;72,12;192350;10
192360;72,12;192360;10
192370;72,12;192370;10
192380;72,12;192380;10
192390;72,12;192390;10
192400;72,12;192400;10
192410;72,37;192410;10
192420;72,37;192420;10
192430;72,37;192430;10
192440;72,37;192440;10
192450;72,37;192450;10
192460;72,37;192460;10
192470;72,37;192470;10
192480;72,37;192480;10
192490;72,37;192490;10
192500;72,37;192500;10
192510;72,37;192510;10
192520;72,37;192520;10
192530;72,37;192530;10
192540;72,37;192540;10
192550;72,37;192550;10
192560;72,37;192560;10
192570;72,37;192570;10
192580;72,37;192580;10
192590;72,37;192590;10
192600;72,37;192600;10
192610;72,37;192610;10
192620;72,37;192620;10
192630;72,37;192630;10
192640;72,37;192640;10
192650;72,37;192650;10
192660;72,37;192660;10
192670;72,37;192670;10
192680;72,37;192680;10
192690;72,37;192690;10
192700;72,37;192700;10
192710;72,37;192710;10
192720;72,37;192720;10
192730;72,37;192730;10
192740;72,37;192740;10
192750;72,37;192750;10
192760;72,37;192760;10
192770;72,37;192770;10
192780;72,37;192780;10
192790;72,37;192790;10
192800;72,37;192800;10
192810;72,37;192810;10
192820;72,37;192820;10
192830;72,37;192830;10
192840;72,37;192840;10
192850;72,37;192850;10
192860;72,37;192860;10
192870;72,37;192870;10
192880;72,37;192880;10
192890;72,37;192890;10
192900;72,37;192900;10
192910;72,37;192910;10
192920;72,37;192920;10
192930;72,37;192930;10
192940;72,37;192940;10
192950;72,37;192950;10
192960;72,37;192960;10
192970;72,37;192970;10
192980;72,37;192980;10
192990;72,37;192990;10
193000;72,37;193000;10
193010;72,37;193010;10
193020;72,37;193020;10
193030;72,37;193030;10
193040;72,37;193040;10
193050;72,37;193050;10
193060;72,37;193060;10
193070;72,37;193070;10
193080;72,37;193080;10
193090;72,37;193090;10
193100;72,37;193100;10
193110;72,37;193110;10
193120;72,37;193120;10
193130;72,37;193130;10
193140;72,37;193140;10
193150;72,5;193150;10
193160;72,5;193160;10
193170;72,5;193170;10
193180;72,5;193180;10
193190;72,5;193190;10
193200;72,5;193200;10
193210;72,5;193210;10
193220;72,5;193220;10
193230;72,5;193230;10
193240;72,5;193240;10
193250;72,5;193250;10
193260;72,5;193260;10
193270;72,5;193270;10
193280;72,5;193280;10
193290;72,5;193290;10
193300;72,5;193300;10
193310;72,5;193310;10
193320;72,5;193320;10
193330;72,5;193330;10
193340;72,5;193340;10
193350;72,5;193350;10
193360;72,5;193360;10
193370;72,5;193370;10
193380;72,5;193380;10
193390;72,5;193390;10
193400;72,5;193400;10
193410;72,5;193410;10
193420;72,5;193420;10
193430;72,5;193430;10
193440;72,5;193440;10
193450;72,5;193450;10
193460;72,5;193460;10
193470;72,5;193470;10
193480;72,5;193480;10
193490;72,5;193490;10
193500;72,5;193500;10
193510;72,5;193510;10
193520;72,5;193520;10
193530;72,56;193530;10
193540;72,56;193540;10
193550;72,56;193550;10
193560;72,56;193560;10
193570;72,56;193570;10
193580;72,56;193580;10
193590;72,56;193590;10
193600;72,56;193600;10
193610;72,56;193610;10
193620;72,56;193620;10
193630;72,56;193630;10
193640;72,56;193640;10
193650;72,56;193650;10
193660;72,56;193660;10
193670;72,56;193670;10
193680;72,56;193680;10
193690;72,56;193690;10
193700;72,56;193700;10
193710;72,56;193710;10
193720;72,56;193720;10
193730;72,56;193730;10
193740;72,56;193740;10
193750;72,56;193750;10
193760;72,56;193760;10
193770;72,56;193770;10
193780;72,56;193780;10
193790;72,56;193790;10
193800;72,56;193800;10
193810;72,56;193810;10
193820;72,56;193820;10
193830;72,56;193830;10
193840;72,56;193840;10
193850;72,56;193850;10
193860;72,56;193860;10
193870;72,56;193870;10
193880;72,56;193880;10
193890;72,56;193890;10
193900;72,56;193900;10
193910;72,56;193910;10
193920;72,56;193920;10
193930;72,56;193930;10
193940;72,56;193940;10
193950;72,56;193950;10
193960;72,56;193960;10
193970;72,56;193970;10
193980;72,56;193980;10
193990;72,56;193990;10
194000;72,56;194000;10
194010;72,56;194010;10
194020;72,56;194020;10
194030;72,56;194030;10
194040;72,56;194040;10
194050;72,56;194050;10
194060;72,56;194060;10
194070;72,56;194070;10
194080;72,56;194080;10
194090;72,56;194090;10
194100;72,56;194100;10
194110;72,56;194110;10
194120;72,56;194120;10
194130;72,56;194130;10
194140;72,56;194140;10
194150;72,56;194150;10
194160;72,56;194160;10
194170;72,56;194170;10
194180;72,56;194180;10
194190;72,56;194190;10
194200;72,56;194200;10
194210;72,56;194210;10
194220;72,56;194220;10
194230;72,56;194230;10
194240;72,56;194240;10
194250;72,56;194250;10
194260;72,56;194260;10
194270;72,56;194270;10
194280;72,56;194280;10
194290;72,56;194290;10
194300;72,56;194300;10
194310;72,56;194310;10
194320;72,56;194320;10
194330;72,56;194330;10
194340;72,56;194340;10
194350;72,56;194350;10
194360;72,56;194360;10
194370;72,56;194370;10
194380;72,56;194380;10
194390;72,56;194390;10
194400;72,56;194400;10
194410;72,56;194410;10
194420;72,56;194420;10
194430;72,56;194430;10
194440;72,56;194440;10
194450;72,56;194450;10
194460;72,56;194460;10
194470;72,56;194470;10
194480;72,56;194480;10
194490;72,56;194490;10
194500;72,56;194500;10
194510;72,56;194510;10
194520;72,56;194520;10
194530;72,56;194530;10
194540;72,56;194540;10
194550;72,56;194550;10
194560;72,56;194560;10
194570;72,56;194570;10
194580;72,56;194580;10
194590;72,56;194590;10
194600;72,56;194600;10
194610;72,56;194610;10
194620;72,56;194620;10
194630;72,56;194630;10
194640;72,62;194640;10
194650;72,62;194650;10
194660;72,62;194660;10
194670;72,62;194670;10
194680;72,62;194680;10
194690;72,62;194690;10
194700;72,62;194700;10
194710;72,62;194710;10
194720;72,62;194720;10
194730;72,62;194730;10
194740;72,62;194740;10
194750;72,62;194750;10
194760;72,62;194760;10
194770;72,62;194770;10
194780;72,62;194780;10
194790;72,62;194790;10
194800;72,62;194800;10
194810;72,62;194810;10
194820;72,62;194820;10
194830;72,62;194830;10
194840;72,62;194840;10
194850;72,62;194850;10
194860;72,62;194860;10
194870;72,62;194870;10
194880;72,62;194880;10
194890;72,62;194890;10
194900;72,62;194900;10
194910;72,62;194910;10
194920;72,62;194920;10
194930;72,62;194930;10
194940;72,62;194940;10
194950;72,62;194950;10
194960;72,62;194960;10
194970;72,62;194970;10
194980;72,62;194980;10
194990;72,62;194990;10
195000;72,62;195000;10
195010;72,75;195010;10
195020;72,75;195020;10
195030;72,75;195030;10
195040;72,75;195040;10
195050;72,75;195050;10
195060;72,75;195060;10
195070;72,75;195070;10
195080;72,75;195080;10
195090;72,75;195090;10
195100;72,75;195100;10
195110;72,75;195110;10
195120;72,75;195120;10
195130;72,75;195130;10
195140;72,75;195140;10
195150;72,75;195150;10
195160;72,75;195160;10
195170;72,75;195170;10
195180;72,75;195180;10
195190;72,75;195190;10
195200;72,75;195200;10
195210;72,75;195210;10
195220;72,75;195220;10
195230;72,75;195230;10
195240;72,75;195240;10
195250;72,75;195250;10
195260;72,75;195260;10
195270;72,75;195270;10
195280;72,75;195280;10
195290;72,75;195290;10
195300;72,75;195300;10
195310;72,75;195310;10
195320;72,75;195320;10
195330;72,75;195330;10
195340;72,75;195340;10
195350;72,75;195350;10
195360;72,75;195360;10
195370;72,75;195370;10
195380;72,75;195380;10
195390;72,81;195390;10
195400;72,81;195400;10
195410;72,81;195410;10
195420;72,81;195420;10
195430;72,81;195430;10
195440;72,81;195440;10
195450;72,81;195450;10
195460;72,81;195460;10
195470;72,81;195470;10
195480;72,81;195480;10
195490;72,81;195490;10
195500;72,81;195500;10
195510;72,81;195510;10
195520;72,81;195520;10
195530;72,81;195530;10
195540;72,81;195540;10
195550;72,81;195550;10
195560;72,81;195560;10
195570;72,81;195570;10
195580;72,81;195580;10
195590;72,81;195590;10
195600;72,81;195600;10
195610;72,81;195610;10
195620;72,81;195620;10
195630;72,81;195630;10
195640;72,81;195640;10
195650;72,81;195650;10
195660;72,81;195660;10
195670;72,81;195670;10
195680;72,81;195680;10
195690;72,81;195690;10
195700;72,81;195700;10
195710;72,81;195710;10
195720;72,81;195720;10
195730;72,81;195730;10
195740;72,81;195740;10
195750;72,81;195750;10
195760;72,75;195760;10
195770;72,75;195770;10
195780;72,75;195780;10
195790;72,75;195790;10
195800;72,75;195800;10
195810;72,75;195810;10
195820;72,75;195820;10
195830;72,75;195830;10
195840;72,75;195840;10
195850;72,75;195850;10
195860;72,75;195860;10
195870;72,75;195870;10
195880;72,75;195880;10
195890;72,75;195890;10
195900;72,75;195900;10
195910;72,75;195910;10
195920;72,75;195920;10
195930;72,75;195930;10
195940;72,75;195940;10
195950;72,75;195950;10
195960;72,75;195960;10
195970;72,75;195970;10
195980;72,75;195980;10
195990;72,75;195990;10
196000;72,75;196000;10
196010;72,75;196010;10
196020;72,75;196020;10
196030;72,75;196030;10
196040;72,75;196040;10
196050;72,75;196050;10
196060;72,75;196060;10
196070;72,75;196070;10
196080;72,75;196080;10
196090;72,75;196090;10
196100;72,75;196100;10
196110;72,75;196110;10
196120;72,75;196120;10
196130;72,75;196130;10
196140;72,87;196140;10
196150;72,87;196150;10
196160;72,87;196160;10
196170;72,87;196170;10
196180;72,87;196180;10
196190;72,87;196190;10
196200;72,87;196200;10
196210;72,87;196210;10
196220;72,87;196220;10
196230;72,87;196230;10
196240;72,87;196240;10
196250;72,87;196250;10
196260;72,87;196260;10
196270;72,87;196270;10
196280;72,87;196280;10
196290;72,87;196290;10
196300;72,87;196300;10
196310;72,87;196310;10
196320;72,87;196320;10
196330;72,87;196330;10
196340;72,87;196340;10
196350;72,87;196350;10
196360;72,87;196360;10
196370;72,87;196370;10
196380;72,87;196380;10
196390;72,87;196390;10
196400;72,87;196400;10
196410;72,87;196410;10
196420;72,87;196420;10
196430;72,87;196430;10
196440;72,87;196440;10
196450;72,87;196450;10
196460;72,87;196460;10
196470;72,87;196470;10
196480;72,87;196480;10
196490;72,87;196490;10
196500;73,06;196500;10
196510;73,06;196510;10
196520;73,06;196520;10
196530;73,06;196530;10
196540;73,06;196540;10
196550;73,06;196550;10
196560;73,06;196560;10
196570;73,06;196570;10
196580;73,06;196580;10
196590;73,06;196590;10
196600;73,06;196600;10
196610;73,06;196610;10
196620;73,06;196620;10
196630;73,06;196630;10
196640;73,06;196640;10
196650;73,06;196650;10
196660;73,06;196660;10
196670;73,06;196670;10
196680;73,06;196680;10
196690;73,06;196690;10
196700;73,06;196700;10
196710;73,06;196710;10
196720;73,06;196720;10
196730;73,06;196730;10
196740;73,06;196740;10
196750;73,06;196750;10
196760;73,06;196760;10
196770;73,06;196770;10
196780;73,06;196780;10
196790;73,06;196790;10
196800;73,06;196800;10
196810;73,06;196810;10
196820;73,06;196820;10
196830;73,06;196830;10
196840;73,06;196840;10
196850;73,06;196850;10
196860;73,06;196860;10
196870;73,06;196870;10
196880;73,12;196880;10
196890;73,12;196890;10
196900;73,12;196900;10
196910;73,12;196910;10
196920;73,12;196920;10
196930;73,12;196930;10
196940;73,12;196940;10
196950;73,12;196950;10
196960;73,12;196960;10
196970;73,12;196970;10
196980;73,12;196980;10
196990;73,12;196990;10
197000;73,12;197000;10
197010;73,12;197010;10
197020;73,12;197020;10
197030;73,12;197030;10
197040;73,12;197040;10
197050;73,12;197050;10
197060;73,12;197060;10
197070;73,12;197070;10
197080;73,12;197080;10
197090;73,12;197090;10
197100;73,12;197100;10
197110;73,12;197110;10
197120;73,12;197120;10
197130;73,12;197130;10
197140;73,12;197140;10
197150;73,12;197150;10
197160;73,12;197160;10
197170;73,12;197170;10
197180;73,12;197180;10
197190;73,12;197190;10
197200;73,12;197200;10
197210;73,12;197210;10
197220;73,12;197220;10
197230;73,12;197230;10
197240;73,12;197240;10
197250;73,12;197250;10
197260;73,12;197260;10
197270;73,12;197270;10
197280;73,12;197280;10
197290;73,12;197290;10
197300;73,12;197300;10
197310;73,12;197310;10
197320;73,12;197320;10
197330;73,12;197330;10
197340;73,12;197340;10
197350;73,12;197350;10
197360;73,12;197360;10
197370;73,12;197370;10
197380;73,12;197380;10
197390;73,12;197390;10
197400;73,12;197400;10
197410;73,12;197410;10
197420;73,12;197420;10
197430;73,12;197430;10
197440;73,12;197440;10
197450;73,12;197450;10
197460;73,12;197460;10
197470;73,12;197470;10
197480;73,12;197480;10
197490;73,12;197490;10
197500;73,12;197500;10
197510;73,12;197510;10
197520;73,12;197520;10
197530;73,12;197530;10
197540;73,12;197540;10
197550;73,12;197550;10
197560;73,12;197560;10
197570;73,12;197570;10
197580;73,12;197580;10
197590;73,12;197590;10
197600;73,12;197600;10
197610;73,12;197610;10
197620;73,25;197620;10
197630;73,25;197630;10
197640;73,25;197640;10
197650;73,25;197650;10
197660;73,25;197660;10
197670;73,25;197670;10
197680;73,25;197680;10
197690;73,25;197690;10
197700;73,25;197700;10
197710;73,25;197710;10
197720;73,25;197720;10
197730;73,25;197730;10
197740;73,25;197740;10
197750;73,25;197750;10
197760;73,25;197760;10
197770;73,25;197770;10
197780;73,25;197780;10
197790;73,25;197790;10
197800;73,25;197800;10
197810;73,25;197810;10
197820;73,25;197820;10
197830;73,25;197830;10
197840;73,25;197840;10
197850;73,25;197850;10
197860;73,25;197860;10
197870;73,25;197870;10
197880;73,25;197880;10
197890;73,25;197890;10
197900;73,25;197900;10
197910;73,25;197910;10
197920;73,25;197920;10
197930;73,25;197930;10
197940;73,25;197940;10
197950;73,25;197950;10
197960;73,25;197960;10
197970;73,25;197970;10
197980;73,25;197980;10
197990;73,25;197990;10
198000;73,25;198000;10
198010;73,25;198010;10
198020;73,25;198020;10
198030;73,25;198030;10
198040;73,25;198040;10
198050;73,25;198050;10
198060;73,25;198060;10
198070;73,25;198070;10
198080;73,25;198080;10
198090;73,25;198090;10
198100;73,25;198100;10
198110;73,25;198110;10
198120;73,25;198120;10
198130;73,25;198130;10
198140;73,25;198140;10
198150;73,25;198150;10
198160;73,25;198160;10
198170;73,25;198170;10
198180;73,25;198180;10
198190;73,25;198190;10
198200;73,25;198200;10
198210;73,25;198210;10
198220;73,25;198220;10
198230;73,25;198230;10
198240;73,25;198240;10
198250;73,25;198250;10
198260;73,25;198260;10
198270;73,25;198270;10
198280;73,25;198280;10
198290;73,25;198290;10
198300;73,25;198300;10
198310;73,25;198310;10
198320;73,25;198320;10
198330;73,25;198330;10
198340;73,25;198340;10
198350;73,25;198350;10
198360;73,25;198360;10
198370;74,18;198370;10
198380;74,18;198380;10
198390;74,18;198390;10
198400;74,18;198400;10
198410;74,18;198410;10
198420;74,18;198420;10
198430;74,18;198430;10
198440;74,18;198440;10
198450;74,18;198450;10
198460;74,18;198460;10
198470;74,18;198470;10
198480;74,18;198480;10
198490;74,18;198490;10
198500;74,18;198500;10
198510;74,18;198510;10
198520;74,18;198520;10
198530;74,18;198530;10
198540;74,18;198540;10
198550;74,18;198550;10
198560;74,18;198560;10
198570;74,18;198570;10
198580;74,18;198580;10
198590;74,18;198590;10
198600;74,18;198600;10
198610;74,18;198610;10
198620;74,18;198620;10
198630;74,18;198630;10
198640;74,18;198640;10
198650;74,18;198650;10
198660;74,18;198660;10
198670;74,18;198670;10
198680;74,18;198680;10
198690;74,18;198690;10
198700;74,18;198700;10
198710;74,18;198710;10
198720;74,18;198720;10
198730;74,18;198730;10
198740;74,18;198740;10
198750;73,43;198750;10
198760;73,43;198760;10
198770;73,43;198770;10
198780;73,43;198780;10
198790;73,43;198790;10
198800;73,43;198800;10
198810;73,43;198810;10
198820;73,43;198820;10
198830;73,43;198830;10
198840;73,43;198840;10
198850;73,43;198850;10
198860;73,43;198860;10
198870;73,43;198870;10
198880;73,43;198880;10
198890;73,43;198890;10
198900;73,43;198900;10
198910;73,43;198910;10
198920;73,43;198920;10
198930;73,43;198930;10
198940;73,43;198940;10
198950;73,43;198950;10
198960;73,43;198960;10
198970;73,43;198970;10
198980;73,43;198980;10
198990;73,43;198990;10
199000;73,43;199000;10
199010;73,43;199010;10
199020;73,43;199020;10
199030;73,43;199030;10
199040;73,43;199040;10
199050;73,43;199050;10
199060;73,43;199060;10
199070;73,43;199070;10
199080;73,43;199080;10
199090;73,43;199090;10
199100;73,43;199100;10
199110;73,5;199110;10
199120;73,5;199120;10
199130;73,5;199130;10
199140;73,5;199140;10
199150;73,5;199150;10
199160;73,5;199160;10
199170;73,5;199170;10
199180;73,5;199180;10
199190;73,5;199190;10
199200;73,5;199200;10
199210;73,5;199210;10
199220;73,5;199220;10
199230;73,5;199230;10
199240;73,5;199240;10
199250;73,5;199250;10
199260;73,5;199260;10
199270;73,5;199270;10
199280;73,5;199280;10
199290;73,5;199290;10
199300;73,5;199300;10
199310;73,5;199310;10
199320;73,5;199320;10
199330;73,5;199330;10
199340;73,5;199340;10
199350;73,5;199350;10
199360;73,5;199360;10
199370;73,5;199370;10
199380;73,5;199380;10
199390;73,5;199390;10
199400;73,5;199400;10
199410;73,5;199410;10
199420;73,5;199420;10
199430;73,5;199430;10
199440;73,5;199440;10
199450;73,5;199450;10
199460;73,5;199460;10
199470;73,5;199470;10
199480;73,56;199480;10
199490;73,56;199490;10
199500;73,56;199500;10
199510;73,56;199510;10
199520;73,56;199520;10
199530;73,56;199530;10
199540;73,56;199540;10
199550;73,56;199550;10
199560;73,56;199560;10
199570;73,56;199570;10
199580;73,56;199580;10
199590;73,56;199590;10
199600;73,56;199600;10
199610;73,56;199610;10
199620;73,56;199620;10
199630;73,56;199630;10
199640;73,56;199640;10
199650;73,56;199650;10
199660;73,56;199660;10
199670;73,56;199670;10
199680;73,56;199680;10
199690;73,56;199690;10
199700;73,56;199700;10
199710;73,56;199710;10
199720;73,56;199720;10
199730;73,56;199730;10
199740;73,56;199740;10
199750;73,56;199750;10
199760;73,56;199760;10
199770;73,56;199770;10
199780;73,56;199780;10
199790;73,56;199790;10
199800;73,56;199800;10
199810;73,56;199810;10
199820;73,56;199820;10
199830;73,56;199830;10
199840;73,56;199840;10
199850;73,56;199850;10
199860;73,5;199860;10
199870;73,5;199870;10
199880;73,5;199880;10
199890;73,5;199890;10
199900;73,5;199900;10
199910;73,5;199910;10
199920;73,5;199920;10
199930;73,5;199930;10
199940;73,5;199940;10
199950;73,5;199950;10
199960;73,5;199960;10
199970;73,5;199970;10
199980;73,5;199980;10
199990;73,5;199990;10
200000;73,5;200000;10
200010;73,5;200010;10
200020;73,5;200020;10
200030;73,5;200030;10
200040;73,5;200040;10
200050;73,5;200050;10
200060;73,5;200060;10
200070;73,5;200070;10
200080;73,5;200080;10
200090;73,5;200090;10
200100;73,5;200100;10
200110;73,5;200110;10
200120;73,5;200120;10
200130;73,5;200130;10
200140;73,5;200140;10
200150;73,5;200150;10
200160;73,5;200160;10
200170;73,5;200170;10
200180;73,5;200180;10
200190;73,5;200190;10
200200;73,5;200200;10
200210;73,5;200210;10
200220;73,5;200220;10
200230;73,56;200230;10
200240;73,56;200240;10
200250;73,56;200250;10
200260;73,56;200260;10
200270;73,56;200270;10
200280;73,56;200280;10
200290;73,56;200290;10
200300;73,56;200300;10
200310;73,56;200310;10
200320;73,56;200320;10
200330;73,56;200330;10
200340;73,56;200340;10
200350;73,56;200350;10
200360;73,56;200360;10
200370;73,56;200370;10
200380;73,56;200380;10
200390;73,56;200390;10
200400;73,56;200400;10
200410;73,56;200410;10
200420;73,56;200420;10
200430;73,56;200430;10
200440;73,56;200440;10
200450;73,56;200450;10
200460;73,56;200460;10
200470;73,56;200470;10
200480;73,56;200480;10
200490;73,56;200490;10
200500;73,56;200500;10
200510;73,56;200510;10
200520;73,56;200520;10
200530;73,56;200530;10
200540;73,56;200540;10
200550;73,56;200550;10
200560;73,56;200560;10
200570;73,56;200570;10
200580;73,56;200580;10
200590;73,56;200590;10
200600;73,56;200600;10
200610;73,68;200610;10
200620;73,68;200620;10
200630;73,68;200630;10
200640;73,68;200640;10
200650;73,68;200650;10
200660;73,68;200660;10
200670;73,68;200670;10
200680;73,68;200680;10
200690;73,68;200690;10
200700;73,68;200700;10
200710;73,68;200710;10
200720;73,68;200720;10
200730;73,68;200730;10
200740;73,68;200740;10
200750;73,68;200750;10
200760;73,68;200760;10
200770;73,68;200770;10
200780;73,68;200780;10
200790;73,68;200790;10
200800;73,68;200800;10
200810;73,68;200810;10
200820;73,68;200820;10
200830;73,68;200830;10
200840;73,68;200840;10
200850;73,68;200850;10
200860;73,68;200860;10
200870;73,68;200870;10
200880;73,68;200880;10
200890;73,68;200890;10
200900;73,68;200900;10
200910;73,68;200910;10
200920;73,68;200920;10
200930;73,68;200930;10
200940;73,68;200940;10
200950;73,68;200950;10
200960;73,68;200960;10
200970;73,68;200970;10
200980;73,81;200980;10
200990;73,81;200990;10
201000;73,81;201000;10
201010;73,81;201010;10
201020;73,81;201020;10
201030;73,81;201030;10
201040;73,81;201040;10
201050;73,81;201050;10
201060;73,81;201060;10
201070;73,81;201070;10
201080;73,81;201080;10
201090;73,81;201090;10
201100;73,81;201100;10
201110;73,81;201110;10
201120;73,81;201120;10
201130;73,81;201130;10
201140;73,81;201140;10
201150;73,81;201150;10
201160;73,81;201160;10
201170;73,81;201170;10
201180;73,81;201180;10
201190;73,81;201190;10
201200;73,81;201200;10
201210;73,81;201210;10
201220;73,81;201220;10
201230;73,81;201230;10
201240;73,81;201240;10
201250;73,81;201250;10
201260;73,81;201260;10
201270;73,81;201270;10
201280;73,81;201280;10
201290;73,81;201290;10
201300;73,81;201300;10
201310;73,81;201310;10
201320;73,81;201320;10
201330;73,81;201330;10
201340;73,81;201340;10
201350;73,81;201350;10
201360;73,93;201360;10
201370;73,93;201370;10
201380;73,93;201380;10
201390;73,93;201390;10
201400;73,93;201400;10
201410;73,93;201410;10
201420;73,93;201420;10
201430;73,93;201430;10
201440;73,93;201440;10
201450;73,93;201450;10
201460;73,93;201460;10
201470;73,93;201470;10
201480;73,93;201480;10
201490;73,93;201490;10
201500;73,93;201500;10
201510;73,93;201510;10
201520;73,93;201520;10
201530;73,93;201530;10
201540;73,93;201540;10
201550;73,93;201550;10
201560;73,93;201560;10
201570;73,93;201570;10
201580;73,93;201580;10
201590;73,93;201590;10
201600;73,93;201600;10
201610;73,93;201610;10
201620;73,93;201620;10
201630;73,93;201630;10
201640;73,93;201640;10
201650;73,93;201650;10
201660;73,93;201660;10
201670;73,93;201670;10
201680;73,93;201680;10
201690;73,93;201690;10
201700;73,93;201700;10
201710;73,93;201710;10
201720;74;201720;10
201730;74;201730;10
201740;74;201740;10
201750;74;201750;10
201760;74;201760;10
201770;74;201770;10
201780;74;201780;10
201790;74;201790;10
201800;74;201800;10
201810;74;201810;10
201820;74;201820;10
201830;74;201830;10
201840;74;201840;10
201850;74;201850;10
201860;74;201860;10
201870;74;201870;10
201880;74;201880;10
201890;74;201890;10
201900;74;201900;10
201910;74;201910;10
201920;74;201920;10
201930;74;201930;10
201940;74;201940;10
201950;74;201950;10
201960;74;201960;10
201970;74;201970;10
201980;74;201980;10
201990;74;201990;10
202000;74;202000;10
202010;74;202010;10
202020;74;202020;10
202030;74;202030;10
202040;74;202040;10
202050;74;202050;10
202060;74;202060;10
202070;74;202070;10
202080;74;202080;10
202090;74,12;202090;10
202100;74,12;202100;10
202110;74,12;202110;10
202120;74,12;202120;10
202130;74,12;202130;10
202140;74,12;202140;10
202150;74,12;202150;10
202160;74,12;202160;10
202170;74,12;202170;10
202180;74,12;202180;10
202190;74,12;202190;10
202200;74,12;202200;10
202210;74,12;202210;10
202220;74,12;202220;10
202230;74,12;202230;10
202240;74,12;202240;10
202250;74,12;202250;10
202260;74,12;202260;10
202270;74,12;202270;10
202280;74,12;202280;10
202290;74,12;202290;10
202300;74,12;202300;10
202310;74,12;202310;10
202320;74,12;202320;10
202330;74,12;202330;10
202340;74,12;202340;10
202350;74,12;202350;10
202360;74,12;202360;10
202370;74,12;202370;10
202380;74,12;202380;10
202390;74,12;202390;10
202400;74,12;202400;10
202410;74,12;202410;10
202420;74,12;202420;10
202430;74,12;202430;10
202440;74,12;202440;10
202450;74,12;202450;10
202460;74,12;202460;10
202470;74,12;202470;10
202480;74,12;202480;10
202490;74,12;202490;10
202500;74,12;202500;10
202510;74,12;202510;10
202520;74,12;202520;10
202530;74,12;202530;10
202540;74,12;202540;10
202550;74,12;202550;10
202560;74,12;202560;10
202570;74,12;202570;10
202580;74,12;202580;10
202590;74,12;202590;10
202600;74,12;202600;10
202610;74,12;202610;10
202620;74,12;202620;10
202630;74,12;202630;10
202640;74,12;202640;10
202650;74,12;202650;10
202660;74,12;202660;10
202670;74,12;202670;10
202680;74,12;202680;10
202690;74,12;202690;10
202700;74,12;202700;10
202710;74,12;202710;10
202720;74,12;202720;10
202730;74,12;202730;10
202740;74,12;202740;10
202750;74,12;202750;10
202760;74,12;202760;10
202770;74,12;202770;10
202780;74,12;202780;10
202790;74,12;202790;10
202800;74,12;202800;10
202810;74,12;202810;10
202820;74,12;202820;10
202830;74,12;202830;10
202840;74,18;202840;10
202850;74,18;202850;10
202860;74,18;202860;10
202870;74,18;202870;10
202880;74,18;202880;10
202890;74,18;202890;10
202900;74,18;202900;10
202910;74,18;202910;10
202920;74,18;202920;10
202930;74,18;202930;10
202940;74,18;202940;10
202950;74,18;202950;10
202960;74,18;202960;10
202970;74,18;202970;10
202980;74,18;202980;10
202990;74,18;202990;10
203000;74,18;203000;10
203010;74,18;203010;10
203020;74,18;203020;10
203030;74,18;203030;10
203040;74,18;203040;10
203050;74,18;203050;10
203060;74,18;203060;10
203070;74,18;203070;10
203080;74,18;203080;10
203090;74,18;203090;10
203100;74,18;203100;10
203110;74,18;203110;10
203120;74,18;203120;10
203130;74,18;203130;10
203140;74,18;203140;10
203150;74,18;203150;10
203160;74,18;203160;10
203170;74,18;203170;10
203180;74,18;203180;10
203190;74,18;203190;10
203200;74,18;203200;10
203210;74,18;203210;10
203220;74,25;203220;10
203230;74,25;203230;10
203240;74,25;203240;10
203250;74,25;203250;10
203260;74,25;203260;10
203270;74,25;203270;10
